ActionGeo_CountryCode,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,GLOBALEVENTID,SOURCEURL,SQLDATE,company,industry,sentiment,title,topic,domain
KE,"Nairobi, Nairobi Area, Kenya",-1.28333,36.8167,521672642,http://techcrunch.com/2016/03/16/in-africa-watsons-sister-lucy-is-growing-up-with-the-help-of-ibms-research-team/,20160316,ibm,technology,,in africa watsons sister lucy is growing up with the help of ibms research team,watson,techcrunch.com
PE,Peru,-10.0,-76.0,521753209,http://www.eweek.com/it-management/ibm-launches-global-public-health-effort.html,20160316,ibm,health,,ibm launches global public health effort.html,health,www.eweek.com
SN,Singapore,1.3667,103.8,521792513,http://www.zdnet.com/article/mastercard-to-leverage-ibm-watson-to-give-smbs-big-data-access/,20160317,ibm,technology,,mastercard to leverage ibm watson to give smbs big data access,data,www.zdnet.com
,,,,522034611,http://www.enterpriseinnovation.net/article/ibm-mastercard-team-bring-big-data-small-businesses-742929359,20160317,ibm,technology,,ibm mastercard team bring big data small businesses 742929359,data,www.enterpriseinnovation.net
,,,,522153172,http://www.telecomasia.net/content/ibm-mastercard-offer-big-data-platform-smes,20160318,ibm,technology,,ibm mastercard offer big data platform smes,data,www.telecomasia.net
ID,Indonesia,-5.0,120.0,522323073,http://www.enterprisecloudresource.com/articles/419057-ibm-indosat-ooredoo-ink-cloud-deal.htm,20160318,ibm,technology,,419057 ibm indosat ooredoo ink cloud deal.htm,cloud,www.enterprisecloudresource.com
,,,,522331205,http://investcorrectly.com/20160318/international-business-machines-corp-nyseibms-watson-add-flavor-hondas-f1-cars/,20160318,ibm,technology,,international business machines corp nyseibms watson add flavor hondas f1 cars,watson,investcorrectly.com
,,,,522417274,http://siliconangle.com/blog/2016/03/18/ibm-buys-cloud-crm-company-optevia-builds-up-public-sector-services/,20160318,ibm,technology,,ibm buys cloud crm company optevia builds up public sector services,cloud,siliconangle.com
US,"Michigan, United States",43.3504,-84.5603,522887780,http://www.autoconnectedcar.com/2016/03/embedded-chips-connected-car-news-tips-caltrans-abi-shiftmobility-continental-nokia-nira-coastal-automotive-tomtom-renesas-telit-and-ibm/,20160321,ibm,technology,,embedded chips connected car news tips caltrans abi shiftmobility continental nokia nira coastal automotive tomtom renesas telit and ibm,mobility,www.autoconnectedcar.com
US,"North Carolina, United States",35.6411,-79.8431,523711460,http://www.vanguardtribune.com/2016/03/23/international-business-machines-corp-nyseibm-opens-bluemix-garage-nice-boost-cloud-app-development/107795/,20160323,ibm,technology,,international business machines corp nyseibm opens bluemix garage nice boost cloud app development,cloud,www.vanguardtribune.com
CA,"Gagetown, New Brunswick, Canada",45.7667,-66.15,523817239,https://www.sootoday.com/national-news/ibm-announces-plan-to-create-100-cybersecurity-jobs-in-new-brunswick-269298,20160323,ibm,technology,,ibm announces plan to create 100 cybersecurity jobs in new brunswick 269298,security,www.sootoday.com
SZ,"Davos, Switzerland (general), Switzerland",46.8167,9.83333,523887558,http://www.cbc.ca/news/canada/new-brunswick/gallant-cybersecurity-ibm-jobs-fredericton-1.3504582,20160323,ibm,technology,,gallant cybersecurity ibm jobs fredericton 1.3504582,security,www.cbc.ca
CA,"Saskatchewan, Manitoba, Canada",52.15,-97.7167,523887918,http://medicinehatnews.com/business/2016/03/23/new-brunswick-finds-flicker-of-hope-in-new-ibm-cybersecurity-jobs/,20160323,ibm,technology,,new brunswick finds flicker of hope in new ibm cybersecurity jobs,security,medicinehatnews.com
US,"Dallas, Texas, United States",32.7831,-96.8067,523939207,http://cio.co.ke/news/main-stories/ibm-pumps-$-1.2-billion-into-global-cloud-data-centers,20160223,ibm,technology,,ibm pumps $ 1.2 billion into global cloud data centers,data,cio.co.ke
CA,"Sussex, New Brunswick, Canada",45.7167,-65.5167,523957434,http://www.chroniclejournal.com/business/technology/new-brunswick-finds-flicker-of-hope-in-new-ibm-cybersecurity/article_bf55f924-e819-549e-a54a-b73084293147.html,20160324,ibm,technology,,new brunswick finds flicker of hope in new ibm cybersecurity,security,www.chroniclejournal.com
TW,Taiwan,23.5,121.0,524018419,http://www.infotechlead.com/cloud/google-cloud-adds-customers-taking-amazon-microsoft-ibm-39013,20160324,ibm,technology,,google cloud adds customers taking amazon microsoft ibm 39013,cloud,www.infotechlead.com
US,"San Francisco, California, United States",37.7749,-122.419,524132730,http://www.canadianmanufacturing.com/technology/ibm-expanding-n-b-cybersecurity-division-adding-100-jobs-164820/,20160324,ibm,technology,,ibm expanding n b cybersecurity division adding 100 jobs 164820,security,www.canadianmanufacturing.com
US,"Deerfield Beach, Florida, United States",26.3184,-80.0998,524133470,http://www.ssuchronicle.com/2016/03/24/global-healthcare-decision-support-and-ibm-watson-market-at-201-7-million-is-aticipated-to-reach-239-billion-by-2019/,20160324,ibm,technology,,global healthcare decision support and ibm watson market at 201 7 million is aticipated to reach 239 billion by 2019,watson,www.ssuchronicle.com
US,"San Francisco, California, United States",37.7749,-122.419,524149958,http://www.plant.ca/general/ibm-announces-plan-create-100-cybersecurity-jobs-new-brunswick-157197/,20160324,ibm,technology,,ibm announces plan create 100 cybersecurity jobs new brunswick 157197,security,www.plant.ca
CA,"Gagetown, New Brunswick, Canada",45.7667,-66.15,524176412,http://www.cantechletter.com/2016/03/ibm-creating-250-cybersecurity-jobs-in-new-brunswick-over-next-three-years/,20160324,ibm,technology,,ibm creating 250 cybersecurity jobs in new brunswick over next three years,security,www.cantechletter.com
CA,"Fredericton, New Brunswick, Canada",45.95,-66.6333,524215444,http://www.cbc.ca/news/canada/new-brunswick/ibm-cybersecurity-employment-saint-john-florenceville-1.3506140,20160324,ibm,technology,,ibm cybersecurity employment saint john florenceville 1.3506140,security,www.cbc.ca
US,United States,38.0,-97.0,524247724,http://sdtimes.com/guiding-eyes-moves-to-ibm-cloud-to-continue-mission-of-serving-the-blind/,20160324,ibm,technology,,guiding eyes moves to ibm cloud to continue mission of serving the blind,cloud,sdtimes.com
US,"Charlotte, North Carolina, United States",35.2271,-80.8431,524418348,http://wraltechwire.com/red-hat-ceo-google-ibm-assail-nc-privacy-security-act/15599493/,20160325,ibm,technology,,red hat ceo google ibm assail nc privacy security act,security,wraltechwire.com
HU,"Budapest, Budapest, Hungary",47.5,19.0833,524535602,http://www.coindesk.com/hyperledger-on-the-verge-of-merging-blockchain-code-from-ibm-digital-asset/,20160325,ibm,technology,,hyperledger on the verge of merging blockchain code from ibm digital asset,digital,www.coindesk.com
US,"San Francisco, California, United States",37.7749,-122.419,525202874,http://www.hostreview.com/news/160328-lightbend-collaborates-with-ibm-to-lead-scala-reactive-programming-and-apache-spark-training-in-big-data-university-curriculum,20160328,ibm,technology,,160328 lightbend collaborates with ibm to lead scala reactive programming and apache spark training in big data university curriculum,data,www.hostreview.com
US,"Michigan, United States",43.3504,-84.5603,525222784,http://www.wdbj7.com/news/local/ibm-developer-who-worked-on-watson-project-named-roanoke-college-commencement-speaker/38729550,20160328,ibm,technology,,ibm developer who worked on watson project named roanoke college commencement speaker,watson,www.wdbj7.com
SN,Singapore,1.3667,103.8,525414866,http://venturebeat.com/2016/03/29/ibm-delivers-a-piece-of-its-brain-inspired-supercomputer-to-livermore-national-lab/,20160329,ibm,technology,,ibm delivers a piece of its brain inspired supercomputer to livermore national lab,supercomputer,venturebeat.com
,,,,525415610,https://www.equities.com/news/lawrence-livermore-national-laboratory-and-ibm-collaborate-to-build-brain-inspired-supercomputer,20160329,ibm,technology,,lawrence livermore national laboratory and ibm collaborate to build brain inspired supercomputer,supercomputer,www.equities.com
GM,Germany,51.0,9.0,525458060,http://skift.com/2016/03/29/ibm-watson-is-changing-travel-in-ways-nobodys-expecting/,20160329,ibm,technology,,ibm watson is changing travel in ways nobodys expecting,watson,skift.com
,,,,525474490,http://www.hpcwire.com/off-the-wire/llnl-ibm-collaborate-build-brain-inspired-supercomputer/,20160329,ibm,technology,,llnl ibm collaborate build brain inspired supercomputer,supercomputer,www.hpcwire.com
US,"Michigan, United States",43.3504,-84.5603,525559898,http://www.roanoke.com/community/sosalem/ibm-watson-s-michael-rhodin-to-speak-at-roanoke-college/article_04611682-f5c5-11e5-af25-77221231cb53.html,20160329,ibm,technology,,ibm watson s michael rhodin to speak at roanoke college,watson,www.roanoke.com
US,"California, United States",36.17,-119.746,525588996,http://www.techradar.com/us/news/computing/us-government-to-put-ibm-s-brain-inspired-supercomputer-to-the-test-1317964,20160330,ibm,technology,,us government to put ibm s brain inspired supercomputer to the test 1317964,supercomputer,www.techradar.com
US,"Lawrence Livermore National Laboratory, California, United States",37.6858,-121.706,525767450,http://www.zdnet.com/article/ibms-brain-inspired-supercomputer-to-help-watch-over-us-nuclear-arsenal/,20160330,ibm,technology,,ibms brain inspired supercomputer to help watch over us nuclear arsenal,supercomputer,www.zdnet.com
US,"Lawrence Livermore National Laboratory, California, United States",37.6858,-121.706,525826080,http://fait-religieux.com/2016/03/30/usa-government-to-put-ibms-brain-inspired-supercomputer-to.html,20160330,ibm,technology,,usa government to put ibms brain inspired supercomputer to.html,supercomputer,fait-religieux.com
KS,South Korea,37.0,127.5,525879046,http://www.businessinsider.com.au/ibms-watson-analyzed-the-star-wars-universe-2016-3,20160330,ibm,technology,,ibms watson analyzed the star wars universe 2016 3,watson,www.businessinsider.com.au
,,,,525975324,http://recode.net/2016/03/30/ibm-to-acquire-cloud-consulting-firm-bluewolf-for-about-200-million/,20160331,ibm,technology,,ibm to acquire cloud consulting firm bluewolf for about 200 million,cloud,recode.net
US,"San Francisco, California, United States",37.7749,-122.419,526148607,http://www.bidnessetc.com/66405-ibm-bluer-big-blue-take-cloud-consultancy-company-bluewolf/,20160331,ibm,technology,,66405 ibm bluer big blue take cloud consultancy company bluewolf,cloud,www.bidnessetc.com
US,United States,38.0,-97.0,526203369,http://www.cmswire.com/digital-marketing/ibm-expands-its-digital-agency-acquires-major-salesforce-partner/,20160331,ibm,technology,,ibm expands its digital agency acquires major salesforce partner,digital,www.cmswire.com
AS,Australia,-27.0,133.0,526218449,http://greatresponder.com/2016/03/31/ibm-announces-the-acquisition-of-bluewolf-cloud-consulting-firm/,20160331,ibm,technology,,ibm announces the acquisition of bluewolf cloud consulting firm,cloud,greatresponder.com
US,"Hendrix College, Arkansas, United States",35.0993,-92.4418,526230371,http://siliconangle.com/blog/2016/03/31/wandisco-and-ibm-access-the-power-of-all-data-bigdatasv/,20160331,ibm,technology,,wandisco and ibm access the power of all data bigdatasv,data,siliconangle.com
GM,"Berlin, Berlin, Germany",52.5167,13.4,526251478,http://www.informationweek.com/cloud/software-as-a-service/ibm-acquires-cloud-consulting-specialist-bluewolf-/d/d-id/1324926,20160331,ibm,technology,,ibm acquires cloud consulting specialist bluewolf ,cloud,www.informationweek.com
AS,"Sydney, New South Wales, Australia",-33.8833,151.217,523288487,http://www.arnnet.com.au/article/596475/digital-disruption-2016-transformation-must-combine-digital-capability-leadership-capability-says-capgemini/,20160322,capgemini,technology,,digital disruption 2016 transformation must combine digital capability leadership capability says capgemini,digital,www.arnnet.com.au
IN,India,20.0,77.0,517043695,http://www.voicendata.com/hcl-avaya-partner-to-accelerate-digital-transformation-in-indianew-delhi-indias-premier-it-services-distribution-and-digital-solutions-company-hcl-infosystems-has-announced-a-strategic-alliance/,20160302,infosys,technology,,hcl avaya partner to accelerate digital transformation in indianew delhi indias premier it services distribution and digital solutions company hcl infosystems has announced a strategic alliance,digital,www.voicendata.com
,,,,517270832,http://www.zacks.com/stock/news/209238/infosys-healthcare-analytics-to-use-microsofts-technology,20160302,infosys,health,,infosys healthcare analytics to use microsofts technology,health,www.zacks.com
US,United States,38.0,-97.0,517661615,http://www.zacks.com/stock/news/209408/infosys-finacle-to-boost-kuwaitbased-abks-operations,20160303,infosys,technology,,infosys finacle to boost kuwaitbased abks operations,operations,www.zacks.com
,,,,518522198,http://www.wallstreetscope.com/morning-top-movers-infosys-limited-infy-first-data-corporation-fdc-net-element-inc-nete-teekay-tankers-ltd-tnk-plug-power-inc-plug/25542754/,20160307,infosys,technology,,morning top movers infosys limited infy first data corporation fdc net element inc nete teekay tankers ltd tnk plug power inc plug,data,www.wallstreetscope.com
US,"San Diego, California, United States",32.7153,-117.157,525668024,https://www.equities.com/news/acm-and-infosys-foundation-honor-innovator-in-network-security-research,20160330,infosys,technology,,acm and infosys foundation honor innovator in network security research,security,www.equities.com
US,"San Francisco, California, United States",37.7749,-122.419,525813346,http://economictimes.indiatimes.com/tech/ites/network-security-researcher-stefan-savage-awarded-with-acm-infosys-foundation-prize/articleshow/51619453.cms,20160330,infosys,technology,,network security researcher stefan savage awarded with acm infosys foundation prize,security,economictimes.indiatimes.com
,,,,517559613,http://www.nasdaq.com/article/merck-pfizer-verastem-combination-trial-of-avelumab-vs6063-in-ovarian-cancer-20160303-00262,20160303,pfizer,health,,merck pfizer verastem combination trial of avelumab vs6063 in ovarian cancer 20160303 00262,cancer,www.nasdaq.com
AS,"Adelaide, South Australia, Australia",-34.9333,138.6,519628252,http://www.adelaidenow.com.au/business/international-pharmaceutical-giant-pfizer-spends-21m-on-adelaide-plant/news-story/a7c2a52e3b2c7a941b41a833feb8278f?nk=b9c727228fa37dc3c7670fcb2653ef3d-1457584301,20160310,pfizer,health,,international pharmaceutical giant pfizer spends 21m on adelaide plant,pharma,www.adelaidenow.com.au
IN,India,20.0,77.0,520109132,http://pulse.ng/health/in-india-medecins-sans-frontieres-files-to-block-pfizer-patent-on-pneumonia-vaccine-id4790883.html,20160311,pfizer,health,,in india medecins sans frontieres files to block pfizer patent on pneumonia vaccine id4790883.html,vaccine,pulse.ng
UG,Uganda,1.0,32.0,520109251,http://www.msf.org.uk/article/vaccines-msf-launches-challenge-to-pfizer-s-patent-on-the-pneumonia-vaccine-in-india,20160311,pfizer,health,,vaccines msf launches challenge to pfizer s patent on the pneumonia vaccine in india,vaccine,www.msf.org.uk
US,"New York, United States",42.1497,-74.9384,520109254,http://www.business-standard.com/article/reuters/medecins-sans-frontieres-files-to-block-pfizer-patent-on-pneumonia-vaccine-in-india-116031101061_1.html,20160311,pfizer,health,,medecins sans frontieres files to block pfizer patent on pneumonia vaccine in india 116031101061 1.html,vaccine,www.business-standard.com
US,"New York, United States",42.1497,-74.9384,520118560,http://www.independent.ie/world-news/millions-at-risk-if-pfizer-is-awarded-pneumonia-vaccine-patent-warns-medecins-sans-frontieres-34531749.html,20160311,pfizer,health,,millions at risk if pfizer is awarded pneumonia vaccine patent warns medecins sans frontieres 34531749.html,vaccine,www.independent.ie
UG,Uganda,1.0,32.0,520120988,http://www.msf.org/article/access-msf-launches-challenge-pfizer%E2%80%99s-patent-pneumonia-vaccine-india-increase-access-more,20160311,pfizer,health,,access msf launches challenge pfizer’s patent pneumonia vaccine india increase access more,vaccine,www.msf.org
ET,Ethiopia,8.0,38.0,520244141,http://www.msf.ca/en/article/msf-launches-challenge-to-pfizer-s-patent-on-pneumonia-vaccine-in-india-to-increase-access,20160311,pfizer,health,,msf launches challenge to pfizer s patent on pneumonia vaccine in india to increase access,vaccine,www.msf.ca
IN,India,20.0,77.0,520245208,http://www.biopharmadive.com/news/doctors-without-borders-moves-to-block-pfizer-patent-in-india/415508/,20160311,pfizer,health,,doctors without borders moves to block pfizer patent in india,doctor,www.biopharmadive.com
US,United States,38.0,-97.0,520327274,http://www.ibtimes.co.in/pfizer-gets-usfda-approval-expanded-use-cancer-drug-xalkori-670404,20160312,pfizer,health,,pfizer gets usfda approval expanded use cancer drug xalkori 670404,drug,www.ibtimes.co.in
US,"Massachusetts, United States",42.2373,-71.5314,520333079,http://www.techtimes.com/articles/140475/20160312/fda-okays-pfizers-lung-cancer-drug-xalkori-for-expanded-use.htm,20160312,pfizer,health,,fda okays pfizers lung cancer drug xalkori for expanded use.htm,drug,www.techtimes.com
IN,"Longisland, Andaman and Nicobar Islands, India",12.4,92.95,520354684,http://www.longisland.com/news/ap-news/msf-challenges-pfizers-india-vaccine-patent-application-031216.html,20160312,pfizer,health,,msf challenges pfizers india vaccine patent application 031216.html,vaccine,www.longisland.com
IN,India,20.0,77.0,520354685,http://news.yahoo.com/msf-challenges-pfizers-india-vaccine-patent-application-091023620--finance.html,20160312,pfizer,technology,,msf challenges pfizers india vaccine patent application 091023620  finance.html,finance,news.yahoo.com
US,"New York, United States",42.1497,-74.9384,520354687,https://www.equities.com/news/msf-challenges-pfizer-s-india-vaccine-patent-application,20160312,pfizer,health,,msf challenges pfizer s india vaccine patent application,vaccine,www.equities.com
IN,India,20.0,77.0,520354908,http://www.ajc.com/ap/ap/business/msf-challenges-pfizers-india-vaccine-patent-applic/nqjfB/,20160312,pfizer,health,,msf challenges pfizers india vaccine patent applic,vaccine,www.ajc.com
IN,"Mumbai, Maharashtra, India",18.975,72.8258,520742927,http://news.yahoo.com/pfizer-stops-selling-popular-corex-cough-syrup-india-042643665--finance.html,20160314,pfizer,technology,,pfizer stops selling popular corex cough syrup india 042643665  finance.html,finance,news.yahoo.com
IN,India,20.0,77.0,520748086,http://economictimes.indiatimes.com/markets/stocks/news/pfizer-abbott-shares-tank-after-ban-on-corex-phensedyl-and-327-other-drugs/articleshow/51389151.cms,20160314,pfizer,health,,pfizer abbott shares tank after ban on corex phensedyl and 327 other drugs,drug,economictimes.indiatimes.com
IN,"Bombay, Maharashtra, India",18.975,72.8258,520786062,http://www.ibtimes.co.in/pfizer-discontinues-manufacture-sale-corex-after-india-bans-over-300-combination-drugs-670589,20160314,pfizer,health,,pfizer discontinues manufacture sale corex after india bans over 300 combination drugs 670589,drug,www.ibtimes.co.in
IN,India,20.0,77.0,520791842,https://cdanews.com/2016/03/india-bans-pharmaceutical-drug-giant-pfizer-from-selling-corex-cough-syrup/,20160314,pfizer,health,,india bans pharmaceutical drug giant pfizer from selling corex cough syrup,drug,cdanews.com
IN,India,20.0,77.0,520792498,http://indianexpress.com/article/business/market/drugs-medicines-banned-pfizer-shares-tumble-7-as-company-stops-sale-of-corex-cough-syrup/,20160314,pfizer,health,,drugs medicines banned pfizer shares tumble 7 as company stops sale of corex cough syrup,drug,indianexpress.com
IN,"Mumbai, Maharashtra, India",18.975,72.8258,520833693,http://www.sify.com/finance/codeine-cough-syrup-ban-hits-pfizer-abbott-units-news-health-qdolunhjfbeef.html,20160314,pfizer,health,,codeine cough syrup ban hits pfizer abbott units news health qdolunhjfbeef.html,health,www.sify.com
IN,"Bombay, Maharashtra, India",18.975,72.8258,520840437,http://www.hindustantimes.com/business/drug-ban-pfizer-benches-corex-abbott-goes-to-court/story-cELYlGuLEewBQTp67qMxnJ.html,20160314,pfizer,health,,drug ban pfizer benches corex abbott goes to court,drug,www.hindustantimes.com
UG,Uganda,1.0,32.0,520888524,http://www.msf.ie/article/vaccines-msf-launches-challenge-pfizer%E2%80%99s-patent-pneumonia-vaccine-india,20160314,pfizer,health,,vaccines msf launches challenge pfizer’s patent pneumonia vaccine india,vaccine,www.msf.ie
IN,"Delhi, Delhi, India",28.6667,77.2167,520913651,http://english.manoramaonline.com/business/companies/pfizer-corex-cough-syrup-delhi-high-court-ban-medicines.html,20160314,pfizer,health,,pfizer corex cough syrup delhi high court ban medicines.html,medicine,english.manoramaonline.com
IN,"Mumbai, Maharashtra, India",18.975,72.8258,520917358,http://www.sify.com/news/indian-court-stays-government-ban-on-pfizers-corex-cough-syrup---tv-news-health-qdoruqehegehj.html,20160314,pfizer,health,,indian court stays government ban on pfizers corex cough syrup   tv news health qdoruqehegehj.html,health,www.sify.com
IN,"Delhi, Delhi, India",28.6667,77.2167,521126385,http://www.dnaindia.com/money/report-pfizer-abbott-pg-shares-down-up-to-2-on-health-ministry-s-drug-ban-2189484,20160315,pfizer,health,,report pfizer abbott pg shares down up to 2 on health ministry s drug ban 2189484,drug,www.dnaindia.com
ID,Indonesia,-5.0,120.0,521148935,http://www.business-standard.com/content/b2b-pharma/doctors-without-borders-challenges-pfizer-s-pneumonia-vaccine-patent-in-india-116031500391_1.html,20160315,pfizer,health,,doctors without borders challenges pfizer s pneumonia vaccine patent in india 116031500391 1.html,doctor,www.business-standard.com
IN,India,20.0,77.0,521150002,http://www.financialexpress.com/article/markets/indian-markets/pfizer-alkem-among-shares-hit-after-govt-drugs-ban-should-you-invest/225763/,20160315,pfizer,health,,pfizer alkem among shares hit after govt drugs ban should you invest,drug,www.financialexpress.com
,,,,521154309,http://www.dnaindia.com/money/report-pfizer-pg-stock-fall-nearly-3-after-govt-s-ban-on-fixed-dose-combination-drugs-2189508,20160315,pfizer,health,,report pfizer pg stock fall nearly 3 after govt s ban on fixed dose combination drugs 2189508,drug,www.dnaindia.com
GM,"Berlin, Berlin, Germany",52.5167,13.4,521241795,http://www.pharmpro.com/news/2016/03/msf-opposes-pfizer-pneumonia-vaccine-india-patent-application,20160315,pfizer,health,,msf opposes pfizer pneumonia vaccine india patent application,vaccine,www.pharmpro.com
IN,"Delhi, Delhi, India",28.6667,77.2167,521244389,http://www.business-standard.com/article/pti-stories/pfizer-p-g-down-on-drug-ban-overall-weakness-in-pharma-stock-116031500993_1.html,20160315,pfizer,health,,pfizer p g down on drug ban overall weakness in pharma stock 116031500993 1.html,drug,www.business-standard.com
US,United States,38.0,-97.0,521582976,http://www.theblaze.com/the-wire/38963571/pfizer-to-present-new-data-on-investigational-tofacitinib-in-inflammatory-bowel-disease-at-the-11th-congress-of-ecco/,20160316,pfizer,technology,,pfizer to present new data on investigational tofacitinib in inflammatory bowel disease at the 11th congress of ecco,data,www.theblaze.com
NL,"Amsterdam, Noord-Holland, Netherlands",52.35,4.91667,521829606,http://jutiagroup.com/20160316-stock-update-pfizer-inc-nysepfe-pfizer-to-present-new-data-on-investigational-tofacitinib-in-inflammatory-bowel-disease-at-the-11th-congress-of-ecco/,20160317,pfizer,technology,,20160316 stock update pfizer inc nysepfe pfizer to present new data on investigational tofacitinib in inflammatory bowel disease at the 11th congress of ecco,data,jutiagroup.com
CA,Canada,60.0,-95.0,521969818,http://finance.yahoo.com/news/health-canada-ema-amgen-pfizer-140300604.html,20160317,pfizer,health,,health canada ema amgen pfizer 140300604.html,health,finance.yahoo.com
IN,India,20.0,77.0,522026353,http://www.care2.com/causes/doctors-without-borders-challenges-pfizer-as-millions-of-lives-remain-at-risk.html,20160317,pfizer,health,,doctors without borders challenges pfizer as millions of lives remain at risk.html,doctor,www.care2.com
AS,"Sydney, New South Wales, Australia",-33.8833,151.217,522163854,http://mumbrella.com.au/oz-agency-matterhorn-creates-global-vr-first-for-pfizer-354157,20160318,pfizer,technology,,oz agency matterhorn creates global vr first for pfizer 354157,vr,mumbrella.com.au
US,"Washington, District of Columbia, United States",38.8951,-77.0364,522409679,http://ambienteja.info/2016/03/18/fda-expands-use-of-pfizer-drug-for-rare-form-of-lung-cancer.html,20160318,pfizer,health,,fda expands use of pfizer drug for rare form of lung cancer.html,drug,ambienteja.info
,,,,523750253,http://drugdiscovery.pharmaceutical-business-review.com/news/pfizer-joins-the-human-vaccines-project-to-help-decode-the-immune-system-4846901,20160323,pfizer,health,,pfizer joins the human vaccines project to help decode the immune system 4846901,vaccine,drugdiscovery.pharmaceutical-business-review.com
NI,"Lagos, Lagos, Nigeria",6.45306,3.39583,523924633,http://www.punchng.com/psn-pfizer-seek-better-drug-distribution-network/,20160324,pfizer,health,,psn pfizer seek better drug distribution network,drug,www.punchng.com
MY,Malaysia,2.5,112.5,524017079,http://www.malaysiandigest.com/features/602159-the-malaysian-psychiatric-association-partners-with-pfizer-malaysia-to-raise-awareness-on-depression-and-other-mental-health-conditions.html,20160324,pfizer,health,,602159 the malaysian psychiatric association partners with pfizer malaysia to raise awareness on depression and other mental health conditions.html,health,www.malaysiandigest.com
,,,,524524702,http://bioprepwatch.com/stories/510703557-pfizer-to-participate-in-human-vaccines-project,20160325,pfizer,health,,510703557 pfizer to participate in human vaccines project,vaccine,bioprepwatch.com
NI,Nigeria,10.0,8.0,525572265,http://www.vanguardngr.com/2016/03/pfizer-marks-25-years-cardiovascular-health/,20150330,pfizer,health,,pfizer marks 25 years cardiovascular health,health,www.vanguardngr.com
US,"Chicago, Illinois, United States",41.85,-87.6501,526105695,http://www.zenopa.com/news/801815641/pfizer-and-bristol-myers-squibb-to-present-eliquis-data-at-acc16,20160331,pfizer,technology,,pfizer and bristol myers squibb to present eliquis data at acc16,data,www.zenopa.com
BR,Brazil,-10.0,-55.0,526218439,http://business-news.thestreet.com/thestreet/story/pfizer-tops-list-of-best-biopharmaceutical-brands/13512797,20160331,pfizer,health,,pfizer tops list of best biopharmaceutical brands,pharma,business-news.thestreet.com
CH,China,35.0,105.0,526225472,http://www.thestreet.com/story/13512797/1/pfizer-tops-list-of-best-biopharmaceutical-brands.html,20160331,pfizer,health,,pfizer tops list of best biopharmaceutical brands.html,pharma,www.thestreet.com
KE,"Nairobi, Nairobi Area, Kenya",-1.28333,36.8167,516820777,http://www.sandoz.com/./media_center/press_releases_news/global_news/2016-03-01-sandoz-medicines-play-a-lead-role-in-delivery-of-first-novartis-access-treatments-to-kenya.shtml,20160301,novartis,health,,2016 03 01 sandoz medicines play a lead role in delivery of first novartis access treatments to kenya.shtml,medicine,www.sandoz.com
,,,,517572344,http://www.pharmaceutical-journal.com/news-and-analysis/news-in-brief/everolimus-is-available-to-patients-in-wales-after-deal-agreed-with-novartis/20200132.article,20160303,novartis,health,,everolimus is available to patients in wales after deal agreed with novartis,patients,www.pharmaceutical-journal.com
SZ,Switzerland,47.0,8.0,518254237,https://www.equities.com/news/new-novartis-data-show-cosentyx-demonstrated-sustained-superiority-in-skin-clearance-pasi-90-versus-stelara-at-week-52,20160305,novartis,technology,,new novartis data show cosentyx demonstrated sustained superiority in skin clearance pasi 90 versus stelara at week 52,data,www.equities.com
US,"East Hanover, New Jersey, United States",40.8201,-74.3649,518262988,http://www.marketwatch.com/story/new-novartis-data-show-cosentyx-demonstrated-sustained-superiority-in-skin-clearance-pasi-90-versus-stelara-at-week-52-2016-03-05,20160305,novartis,technology,,new novartis data show cosentyx demonstrated sustained superiority in skin clearance pasi 90 versus stelara at week 52 2016 03 05,data,www.marketwatch.com
US,"New Jersey, United States",40.314,-74.5089,518266462,http://news.gnom.es/pr/new-novartis-data-show-cosentyx-demonstrated-sustained-superiority-in-skin-clearance-pasi-90-versus-stelara-at-week-52,20160305,novartis,technology,,new novartis data show cosentyx demonstrated sustained superiority in skin clearance pasi 90 versus stelara at week 52,data,news.gnom.es
US,"New Jersey, United States",40.314,-74.5089,518339508,http://buzzstake.com/new-novartis-data-show-cosentyx-demonstrated-sustained-superiority-in-skin-clearance-pasi-90-versus-stelara-at-week-52/,20160306,novartis,technology,,new novartis data show cosentyx demonstrated sustained superiority in skin clearance pasi 90 versus stelara at week 52,data,buzzstake.com
UK,United Kingdom,54.0,-2.0,518602760,http://www.swissinfo.ch/eng/20-years-on_novartis--the-making-of-a-pharma-giant/41983670,20160307,novartis,health,,20 years on novartis  the making of a pharma giant,pharma,www.swissinfo.ch
SZ,Switzerland,47.0,8.0,519244138,http://malaysiandigest.com/business/599194-um-novartis-pursue-collaboration-in-innovative-healthcare-entrepreneurship.html,20160309,novartis,health,,599194 um novartis pursue collaboration in innovative healthcare entrepreneurship.html,health,malaysiandigest.com
IN,India,20.0,77.0,519502502,http://www.biopharmadive.com/news/colombia-health-ministry-recommends-compulsory-license-for-novartis-gleeve/415333/,20160309,novartis,health,,colombia health ministry recommends compulsory license for novartis gleeve,health,www.biopharmadive.com
UK,"Alderley Park, Borough of Cheshire East, United Kingdom",53.2667,-2.23333,519901284,http://www.fiercebiotech.com/story/after-gsk-deal-novartis-ends-genmab-drug-phiii-itm-bags-20m-kdev-rethink-en/2016-03-10,20160310,novartis,health,,after gsk deal novartis ends genmab drug phiii itm bags 20m kdev rethink en,drug,www.fiercebiotech.com
