ActionGeo_CountryCode,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,GLOBALEVENTID,SOURCEURL,SQLDATE,company,industry,sentiment,title,topic,domain
SZ,"Zurich, ZüSZ, Switzerland",47.3667,8.55,574465126,http://wtvbam.com/news/articles/2016/aug/31/novartis-bid-to-sell-new-biosimilar-crimped-by-us-court-battles/,20160831,novartis,health,,novartis bid to sell new biosimilar crimped by us court battles,biosimilar,wtvbam.com
UK,"London, London, City of, United Kingdom",51.5,-0.116667,574465842,http://uk.reuters.com/article/uk-novartis-fda-biosimilars-idUKKCN1161BD,20160831,novartis,health,,uk novartis fda biosimilars idukkcn1161bd,biosimilar,uk.reuters.com
SZ,Switzerland,47.0,8.0,574544416,http://www.fiercepharma.com/vaccines/gsk-seeing-success-novartis-vaccine-turnaround,20160831,novartis,health,,gsk seeing success novartis vaccine turnaround,vaccine,www.fiercepharma.com
,,,,574550692,http://www.biopharmadive.com/news/novartis-dissolve-cell-gene-therapy-car-t/425494/,20160831,novartis,health,,novartis dissolve cell gene therapy car t,therapy,www.biopharmadive.com
SZ,"Zurich, ZüSZ, Switzerland",47.3667,8.55,574553633,http://www.bloomberg.com/news/articles/2016-08-31/novartis-dissolves-its-cell-therapy-unit-cutting-120-positions,20160831,novartis,health,,novartis dissolves its cell therapy unit cutting 120 positions,therapy,www.bloomberg.com
US,"Dana-Farber Cancer Institute, Massachusetts, United States",42.3376,-71.1071,574555522,http://www.fiercebiotech.com/biotech/as-novartis-looks-to-play-catch-up-i-o-it-ends-cell-and-gene-therapy-unit,20160831,novartis,health,,as novartis looks to play catch up i o it ends cell and gene therapy unit,therapy,www.fiercebiotech.com
US,United States,38.0,-97.0,574603068,http://www.reuters.com/article/us-novartis-therapy-idUSKCN1162NX,20160831,novartis,health,,us novartis therapy iduskcn1162nx,therapy,www.reuters.com
SZ,"Zurich, ZüSZ, Switzerland",47.3667,8.55,574610394,http://www.channelnewsasia.com/news/health/novartis-to-disband-cell-gene-therapy-unit-120-jobs-to-go/3090552.html,20160831,novartis,health,,novartis to disband cell gene therapy unit 120 jobs to go,therapy,www.channelnewsasia.com
SZ,Switzerland,47.0,8.0,574612376,http://www.bloomberg.com/news/articles/2016-08-31/novartis-taps-biosimilar-experience-in-europe-to-snag-u-s-sales,20150901,novartis,health,,novartis taps biosimilar experience in europe to snag u s sales,biosimilar,www.bloomberg.com
UK,"London, London, City of, United Kingdom",51.5,-0.116667,574622481,http://www.swissinfo.ch/eng/novartis-taps-biosimilar-experience-in-europe-to-snag-u-s--sales/42413268,20150901,novartis,health,,novartis taps biosimilar experience in europe to snag u s  sales,biosimilar,www.swissinfo.ch
SZ,Switzerland,47.0,8.0,574642878,http://fortune.com/2016/08/31/fda-novartis-enbrel-biosimilar-amgen/,20160831,novartis,health,,fda novartis enbrel biosimilar amgen,biosimilar,fortune.com
IT,Italy,42.8333,12.8333,565418645,http://www.fastcompany.com/3062383/glaxosmithkline-is-teaming-up-with-googles-verily-to-develop-bioelectronic-medicines,20160801,glaxosmithkline,health,,glaxosmithkline is teaming up with googles verily to develop bioelectronic medicines,medicine,www.fastcompany.com
GM,"Berlin, Berlin, Germany",52.5167,13.4,565421335,http://www.ad-hoc-news.de/glaxosmithkline-and-google-parent-alphabet-s-life-sciences--/de/News/50579998,20150802,glaxosmithkline,technology,,glaxosmithkline and google parent alphabet s life sciences  ,life sciences,www.ad-hoc-news.de
UK,"London, London, City of, United Kingdom",51.5,-0.116667,565555840,http://www.beckershospitalreview.com/supply-chain/glaxosmithkline-and-google-s-alphabet-team-up-for-new-biotech-firm.html,20160802,glaxosmithkline,technology,,glaxosmithkline and google s alphabet team up for new biotech firm.html,iot,www.beckershospitalreview.com
SF,South Africa,-29.0,24.0,570175419,http://www.zenopa.com/news/801823716/glaxosmithkline-and-pfizer-backed-viiv-launches-new-hiv-drug-trial,20160817,glaxosmithkline,health,,glaxosmithkline and pfizer backed viiv launches new hiv drug trial,drug,www.zenopa.com
UK,United Kingdom,54.0,-2.0,571252614,http://health.asiaone.com/health/health-news/glaxosmithkline-settles-healthcare-fraud-case-32-billion,20160821,glaxosmithkline,health,,glaxosmithkline settles healthcare fraud case 32 billion,health,health.asiaone.com
AA,Aruba,12.5,-69.9667,575254502,http://www.cio.in/news/embed-data-corporate-strategy-says-sanjay-podder-accenture-labs-cio-100-2016,20160902,accenture,technology,,embed data corporate strategy says sanjay podder accenture labs cio 100 2016,data,www.cio.in
AS,"Melbourne, Victoria, Australia",-37.8167,144.967,576212542,http://www.afr.com/business/accounting/new-accenture-boss-bob-easton-lays-down-gauntlet-to-big-four-on-digital-20160829-gr3huj,20160906,accenture,technology,,new accenture boss bob easton lays down gauntlet to big four on digital 20160829 gr3huj,digital,www.afr.com
SN,Singapore,1.3667,103.8,576732589,http://eprretailnews.com/2016/09/07/accenture-retailers-and-consumer-packaged-goods-companies-must-improve-their-understanding-of-the-millennial-generation-in-asia-34563546578/,20160907,accenture,technology,,accenture retailers and consumer packaged goods companies must improve their understanding of the millennial generation in asia 34563546578,retail,eprretailnews.com
NL,Netherlands,52.5,5.75,577171800,http://www.marketwatch.com/story/accenture-to-acquire-new-energy-group-to-further-expand-its-salesforce-capabilities-for-clients-accelerate-its-cloud-first-agenda-2016-09-08,20160908,accenture,technology,,accenture to acquire new energy group to further expand its salesforce capabilities for clients accelerate its cloud first agenda 2016 09 08,cloud,www.marketwatch.com
NL,Netherlands,52.5,5.75,577478324,http://www.nasdaq.com/article/accenture-to-boost-crm-capabilities-with-new-energy-buyout-cm676715,20160909,accenture,technology,,accenture to boost crm capabilities with new energy buyout cm676715,energy,www.nasdaq.com
NL,Netherlands,52.5,5.75,577510215,http://www.thewhir.com/web-hosting-news/accenture-to-grow-salesforce-expertise-with-new-energy-group-acquisition,20160909,accenture,technology,,accenture to grow salesforce expertise with new energy group acquisition,energy,www.thewhir.com
EI,"Dublin, Dublin, Ireland",53.3331,-6.24889,577599640,http://www.crn.com/news/cloud/300082015/accenture-continues-on-salesforce-solution-provider-acquisition-path-with-deal-for-new-energy-group.htm,20160909,accenture,technology,,accenture continues on salesforce solution provider acquisition path with deal for new energy group.htm,energy,www.crn.com
US,"Virginia, United States",37.768,-78.2057,578205460,http://www.marketwatch.com/story/former-cia-cto-gus-hunt-to-lead-accenture-federal-services-cybersecurity-practice-2016-09-12,20160912,accenture,technology,,former cia cto gus hunt to lead accenture federal services cybersecurity practice 2016 09 12,security,www.marketwatch.com
NL,Netherlands,52.5,5.75,578210075,http://www.cio.in/media-releases/accenture-acquire-new-energy-group,20160912,accenture,technology,,accenture acquire new energy group,energy,www.cio.in
GM,"Walldorf, Hessen, Germany",50.0,8.58333,578274329,http://www.marketwatch.com/story/accenture-and-sap-redesign-fashion-management-helping-retailers-accelerate-visibility-and-integration-across-retail-and-wholesale-channels-2016-09-12,20160912,accenture,technology,,accenture and sap redesign fashion management helping retailers accelerate visibility and integration across retail and wholesale channels 2016 09 12,retail,www.marketwatch.com
IN,India,20.0,77.0,578940829,http://www.marketwatch.com/story/majority-of-businesses-and-economies-are-not-ready-for-digital-platforms-accenture-research-shows-2016-09-14,20160914,accenture,technology,,majority of businesses and economies are not ready for digital platforms accenture research shows 2016 09 14,digital,www.marketwatch.com
TH,Thailand,15.0,100.0,579303950,http://www.businessinsider.com/blockchain-ripple-series-b-standard-chartered-accenture-scb-digital-ventures-2016-9,20160915,accenture,technology,,blockchain ripple series b standard chartered accenture scb digital ventures 2016 9,digital,www.businessinsider.com
TH,Thailand,15.0,100.0,579309700,http://www.businessinsider.com.au/blockchain-ripple-series-b-standard-chartered-accenture-scb-digital-ventures-2016-9,20160915,accenture,technology,,blockchain ripple series b standard chartered accenture scb digital ventures 2016 9,digital,www.businessinsider.com.au
US,"San Francisco, California, United States",37.7749,-122.419,579651595,http://www.bsminfo.com/doc/accenture-launches-healthtech-innovation-innovation-in-the-healthcare-industry-0001,20160916,accenture,health,,accenture launches healthtech innovation innovation in the healthcare industry 0001,health,www.bsminfo.com
UK,"Manchester, Manchester, United Kingdom",53.5,-2.21667,579743206,http://techcitynews.com/2016/09/16/startup-weekly-welsh-ice-accenture-healthtech-innovation-challenge/,20160916,accenture,health,,startup weekly welsh ice accenture healthtech innovation challenge,health,techcitynews.com
FR,France,46.0,2.0,580466634,http://www.cbronline.com/news/enterprise-it/accenture-opens-future-camp-for-digital-innovations-190916-5008658,20160919,accenture,technology,,accenture opens future camp for digital innovations 190916 5008658,digital,www.cbronline.com
EI,Ireland,53.0,-8.0,581525861,http://www.marketwatch.com/story/accenture-to-acquire-kurt-salmon-to-expand-accenture-strategys-capabilities-in-the-retail-industry-2016-09-22,20160922,accenture,technology,,accenture to acquire kurt salmon to expand accenture strategys capabilities in the retail industry 2016 09 22,retail,www.marketwatch.com
EI,"Dublin, Dublin, Ireland",53.3331,-6.24889,581810093,http://www.crn.com/news/channel-programs/300082193/accenture-to-buy-260-person-consultancy-to-help-retailers-navigate-digital-disruption.htm,20160923,accenture,technology,,accenture to buy 260 person consultancy to help retailers navigate digital disruption.htm,digital,www.crn.com
GM,Germany,51.0,9.0,581950813,http://www.retail-business-review.com/news/accenture-to-buy-kurt-salmon-to-help-retailers-navigate-digital-disruption-230916-5013462,20160923,accenture,technology,,accenture to buy kurt salmon to help retailers navigate digital disruption 230916 5013462,digital,www.retail-business-review.com
JA,Japan,36.0,138.0,581979611,http://eprretailnews.com/2016/09/23/accenture-to-acquire-leading-global-strategy-consulting-firm-focused-on-the-retail-industry-kurt-salmon-4534546574/,20160923,accenture,technology,,accenture to acquire leading global strategy consulting firm focused on the retail industry kurt salmon 4534546574,consulting,eprretailnews.com
GM,Germany,51.0,9.0,582029860,https://www.yahoo.com/news/accenture-acquire-strategy-consulting-firm-130101389.html,20160923,accenture,technology,,accenture acquire strategy consulting firm 130101389.html,consulting,www.yahoo.com
RM,"Majuro, Marshall Islands (general), Marshall Islands",7.1,171.383,576134323,http://www.mvariety.com/regional-news/88961-deloitte-auditors-say-marshalls-hospital-purchases-violated-law,20160905,deloitte,health,,88961 deloitte auditors say marshalls hospital purchases violated law,hospital,www.mvariety.com
CA,"Ottawa, Ontario, Canada",45.4167,-75.7,576886055,http://www.coindesk.com/big-four-accounting-firm-deloitte-now-running-bitcoin-atm/,20160907,deloitte,technology,,big four accounting firm deloitte now running bitcoin atm,bitcoin,www.coindesk.com
CA,"Vancouver, British Columbia, Canada",49.25,-123.133,577022206,http://bravenewcoin.com/news/deloitte-boosts-blockchain-adoption-by-installing-a-bitcoin-atm-in-their-toronto-office/,20160908,deloitte,technology,,deloitte boosts blockchain adoption by installing a bitcoin atm in their toronto office,bitcoin,bravenewcoin.com
CA,"Toronto, Ontario, Canada",43.6667,-79.4167,577424227,http://www.bankingtech.com/573212/deloitte-launches-its-first-bitcoin-atm/,20160909,deloitte,technology,,deloitte launches its first bitcoin atm,bitcoin,www.bankingtech.com
CA,"Vancouver, British Columbia, Canada",49.25,-123.133,578038212,https://steemit.com/money/@bravenewcoin/bravenewcoin-deloitte-boosts-blockchain-adoption-by-installing-a-bitcoin-atm-in-their-toronto-office,20160911,deloitte,technology,,bravenewcoin deloitte boosts blockchain adoption by installing a bitcoin atm in their toronto office,bitcoin,steemit.com
EN,Estonia,59.0,26.0,579004967,http://www.crowdfundinsider.com/2016/09/90158-deloitte-financeestonia-partner-craft-best-practices-crowdfunding/,20160914,deloitte,technology,,90158 deloitte financeestonia partner craft best practices crowdfunding,finance,www.crowdfundinsider.com
US,"District of Columbia, United States",38.8964,-77.0262,580895309,http://www.prnewswire.com/news-releases/2016-deloitte-nascio-cybersecurity-survey-cyber-getting-governor-attention-budget-and-talent-challenges-remain-300330862.html,20160920,deloitte,technology,,2016 deloitte nascio cybersecurity survey cyber getting governor attention budget and talent challenges remain 300330862.html,security,www.prnewswire.com
FR,"Paris, France (general), France",48.8667,2.33333,574761183,http://www.cmo.com.au/article/606085/ibm-watson-bring-data-driven-insight-australian-fashion-couture/,20160901,ibm,technology,,ibm watson bring data driven insight australian fashion couture,data,www.cmo.com.au
TW,Taiwan,23.5,121.0,574981918,http://www.justmeans.com/article/ibm-health-corps-grant-winners-focus-on-infections-and-health-disparities,20160901,ibm,health,,ibm health corps grant winners focus on infections and health disparities,health,www.justmeans.com
SF,"Karoo, Free State, South Africa",-27.6195,27.9279,575311973,http://www.zdnet.com/article/ibm-to-use-ai-to-tame-big-data-in-its-second-african-research-lab/,20160902,ibm,technology,,ibm to use ai to tame big data in its second african research lab,data,www.zdnet.com
,,,,575358351,http://siliconangle.com/blog/2016/09/02/ibm-and-vmware-partner-to-bring-applications-into-the-cloud-vmworld/,20160902,ibm,technology,,ibm and vmware partner to bring applications into the cloud vmworld,cloud,siliconangle.com
US,"San Francisco, California, United States",37.7749,-122.419,575769620,http://coolnerd.co/2016/09/ibm-fuses-blockchain-ai-and-cloud-computing-into-one-unit-blockchain-news/,20160904,ibm,technology,,ibm fuses blockchain ai and cloud computing into one unit blockchain news,cloud,coolnerd.co
MY,Malaysia,2.5,112.5,575883759,http://www.marketing-interactive.com/malaysian-mental-health-association-tap-ibms-analytics-tool/,20160806,ibm,health,,malaysian mental health association tap ibms analytics tool,health,www.marketing-interactive.com
US,"New York, United States",42.1497,-74.9384,576080668,http://www.wareable.com/hearables/bragi-ibm-watson-translation-audio-778,20160905,ibm,technology,,bragi ibm watson translation audio 778,watson,www.wareable.com
GM,"Berlin, Berlin, Germany",52.5167,13.4,576334035,http://tech.firstpost.com/news-analysis/ifa-2016-ibm-watson-and-bragi-come-together-to-make-iot-hearables-for-workplaces-333533.html,20160906,ibm,technology,,ifa 2016 ibm watson and bragi come together to make iot hearables for workplaces 333533.html,watson,tech.firstpost.com
IN,"Bengaluru, Karnataka, India",12.9833,77.5833,576662050,https://yourstory.com/2016/09/how-ibm-is-encouraging-startups-and-co-innovation-to-build-a-digital-india/,20160907,ibm,technology,,how ibm is encouraging startups and co innovation to build a digital india,digital,yourstory.com
RS,Russia,60.0,100.0,576693566,http://www.ibtimes.co.uk/ibm-security-confounded-be-contacted-by-brazen-malware-author-improved-trojan-description-1580090,20160907,ibm,technology,,ibm security confounded be contacted by brazen malware author improved trojan description 1580090,security,www.ibtimes.co.uk
US,"North Carolina, United States",35.6411,-79.8431,577017730,http://www.dukechronicle.com/article/2016/09/duke-receives-ibm-health-corps-award-to-address-health-disparities,20160908,ibm,health,,duke receives ibm health corps award to address health disparities,health,www.dukechronicle.com
SW,Sweden,62.0,15.0,577033641,http://pharmaphorum.com/news/ibm-watson-joins-norway-cancer-cluster/,20160908,ibm,technology,,ibm watson joins norway cancer cluster,watson,pharmaphorum.com
UK,"London, London, City of, United Kingdom",51.5,-0.116667,577116761,http://www.infotechlead.com/big-data-2/ibm-watson-solutions-deployed-uk-korea-first-time-42112,20160908,ibm,technology,,ibm watson solutions deployed uk korea first time 42112,watson,www.infotechlead.com
AS,Australia,-27.0,133.0,577287657,http://www.crn.com.au/news/ibm-watson-way-behind-target-claims-report-436637,20160909,ibm,technology,,ibm watson way behind target claims report 436637,watson,www.crn.com.au
KS,"Incheon, Inch'on-gwangyoksi, South Korea",37.4536,126.732,577698889,http://livenews.co.nz/2016/09/10/gachon-university-gil-medical-center-adopts-ibm-watson-for-oncology-trained-by-memorial-sloan-kettering-marking-watsons-first-deployment-in-korea/,20160910,ibm,technology,,gachon university gil medical center adopts ibm watson for oncology trained by memorial sloan kettering marking watsons first deployment in korea,watson,livenews.co.nz
RP,"Philippine, Benguet, Philippines",16.45,120.55,578021817,http://www.philstar.com/cebu-business/2016/09/12/1622841/security-bank-revs-digital-transformation-ibm,20160911,ibm,technology,,security bank revs digital transformation ibm,digital,www.philstar.com
NI,"Lagos, Lagos, Nigeria",6.45306,3.39583,578259272,http://thenationonlineng.net/african-firms-adopt-ibm-cloud-fuel-innovation/,20160912,ibm,technology,,african firms adopt ibm cloud fuel innovation,cloud,thenationonlineng.net
KS,South Korea,37.0,127.5,578869231,http://www.adweek.com/news/technology/chevy-tapping-ibms-watson-fuel-peoples-positivity-and-their-cars-173480,20160914,ibm,technology,,chevy tapping ibms watson fuel peoples positivity and their cars 173480,watson,www.adweek.com
NL,Netherlands,52.5,5.75,578874987,http://www.zdnet.com/article/ibms-watson-enters-drone-business-courtesy-of-deal-with-aerialtronics/,20160907,ibm,technology,,ibms watson enters drone business courtesy of deal with aerialtronics,watson,www.zdnet.com
KS,"Incheon, Inch'on-gwangyoksi, South Korea",37.4536,126.732,579103943,http://www.enterpriseinnovation.net/article/koreas-gachon-university-gil-medical-center-adopts-ibm-watson-oncology-1047089789,20160915,ibm,technology,,koreas gachon university gil medical center adopts ibm watson oncology 1047089789,watson,www.enterpriseinnovation.net
FI,"Jyvaskyla, Keski-Suomi, Finland",62.2333,25.7333,579344754,https://www.yahoo.com/news/ibm-partners-tekes-expands-watson-145902456.html,20160915,ibm,technology,,ibm partners tekes expands watson 145902456.html,watson,www.yahoo.com
FI,"Jyvaskyla, Keski-Suomi, Finland",62.2333,25.7333,579366011,http://www.nasdaq.com/article/ibm-partners-with-tekes-expands-watson-health-to-finland-cm680130,20160915,ibm,technology,,ibm partners with tekes expands watson health to finland cm680130,watson,www.nasdaq.com
SF,"Cape Town, Western Cape, South Africa",-33.9167,18.4167,579409003,https://thenewswheel.com/chevy-and-ibm-watson-team-up-to-provide-free-gasoline-to-positive-people/,20160915,ibm,technology,,chevy and ibm watson team up to provide free gasoline to positive people,watson,thenewswheel.com
FI,"Uusimaa, Uusimaa Region, Finland",60.3667,25.0667,579425682,http://www.iotevolutionworld.com/iot/articles/425206-finland-ibm-develop-personalized-healthcare-with-watson.htm,20160915,ibm,technology,,425206 finland ibm develop personalized healthcare with watson.htm,watson,www.iotevolutionworld.com
US,"Culver City, California, United States",34.0211,-118.396,579490770,https://news.fastcompany.com/ibms-watson-health-gets-a-new-customer-finland-4019287,20160916,ibm,technology,,ibms watson health gets a new customer finland 4019287,watson,news.fastcompany.com
BU,"Panagyurishte, Pazardzhit, Bulgaria",42.5,24.1833,579635478,https://seenews.com/news/ibm-deploys-first-of-kind-for-bulgaria-solution-at-unihospital-539950,20160916,ibm,health,,ibm deploys first of kind for bulgaria solution at unihospital 539950,hospital,seenews.com
FI,Finland,64.0,26.0,579695765,https://www.yahoo.com/news/ibms-chief-digital-officer-bob-150633646.html,20160916,ibm,technology,,ibms chief digital officer bob 150633646.html,digital,www.yahoo.com
FI,Finland,64.0,26.0,579700612,http://www.businessinsider.com/bob-lord-ibm-chief-digital-officer-2016-9,20160916,ibm,technology,,bob lord ibm chief digital officer 2016 9,digital,www.businessinsider.com
AS,Australia,-27.0,133.0,579711887,http://www.businessinsider.com.au/bob-lord-ibm-chief-digital-officer-2016-9,20160916,ibm,technology,,bob lord ibm chief digital officer 2016 9,digital,www.businessinsider.com.au
US,"San Francisco, California, United States",37.7749,-122.419,579758208,http://aibusiness.org/finland-and-ibm-to-develop-personalized-healthcare-with-watson/,20160916,ibm,technology,,finland and ibm to develop personalized healthcare with watson,watson,aibusiness.org
CH,China,35.0,105.0,580612376,http://siliconangle.com/blog/2016/09/19/analysts-assess-ibms-move-toward-trim-operations-networking-partners-ibmedge/,20160919,ibm,technology,,analysts assess ibms move toward trim operations networking partners ibmedge,operations,siliconangle.com
,,,,580623452,http://siliconangle.com/blog/2016/09/19/the-blurred-lines-between-man-machine-and-data-science-in-racing-ibmedge/,20160919,ibm,technology,,the blurred lines between man machine and data science in racing ibmedge,data,siliconangle.com
US,United States,38.0,-97.0,580885952,http://www.prnewswire.com/news-releases/the-clearing-house-taps-ibm-to-help-digitally-transform-the-us-payments-system-300330948.html,20160920,ibm,technology,,the clearing house taps ibm to help digitally transform the us payments system 300330948.html,digital,www.prnewswire.com
SW,"Stockholm, Stockholm, Sweden",59.3333,18.05,581274466,http://www.cloudcomputing-news.net/news/2016/sep/21/ibm-launches-norway-cloud-data-centre-citing-continued-nordic-demand/,20160921,ibm,technology,,ibm launches norway cloud data centre citing continued nordic demand,data,www.cloudcomputing-news.net
IN,"Pune, Maharashtra, India",18.5333,73.8667,581278901,http://www.republic-news.org/news/recent-release-2019-global-healthcare-decision-support-ibm-watson-market-size-growth-trends-industry-analysis-forecast-acute-market-reports/,20160921,ibm,technology,,recent release 2019 global healthcare decision support ibm watson market size growth trends industry analysis forecast acute market reports,watson,www.republic-news.org
,,,,581297442,http://www.financial-news.co.uk/37234/2016/09/jfe-steel-adopts-ibm-cloud-to-consolidate-infrastructur/,20160921,ibm,technology,,jfe steel adopts ibm cloud to consolidate infrastructur,cloud,www.financial-news.co.uk
SF,"Cape Town, Western Cape, South Africa",-33.9167,18.4167,581389316,http://marketingland.com/chevrolet-hollywood-ibms-watson-learning-understand-emotion-personality-192427,20160921,ibm,technology,,chevrolet hollywood ibms watson learning understand emotion personality 192427,vr,marketingland.com
NO,"Oslo, Oslo, Norway",59.9167,10.75,581571735,http://www.cbronline.com/news/data-centre/enterprise/ibm-opens-first-cloud-data-centre-in-norway-220916-5012500,20160922,ibm,technology,,ibm opens first cloud data centre in norway 220916 5012500,data,www.cbronline.com
BM,"Mandalay, Mandalay, Myanmar",22.0,96.0833,581744303,http://www.ibmbigdatahub.com/blog/5-reasons-data-engineers-are-attending-ibm-insight-world-watson,20160922,ibm,technology,,www.ibmbigdatahub.com,data,www.ibmbigdatahub.com
US,"Boston, Massachusetts, United States",42.3584,-71.0598,581823770,http://www.mobihealthnews.com/content/verily-qualcomm-life-ibm-watson-weigh-what-makes-good-digital-health-partnership,20160923,ibm,technology,,verily qualcomm life ibm watson weigh what makes good digital health partnership,watson,www.mobihealthnews.com
NO,"Oslo, Oslo, Norway",59.9167,10.75,581906900,http://www.cloudcomputingintelligence.com/news/item/3140-ibm-opens-industry-s-first-cloud-data-center-in-the-nordics,20160923,ibm,technology,,3140 ibm opens industry s first cloud data center in the nordics,data,www.cloudcomputingintelligence.com
GM,"Magdeburg, Sachsen-Anhalt, Germany",52.1667,11.6667,582006015,http://www.datacenterknowledge.com/archives/2016/09/23/ibm-microsoft-cloud-data-centers-tap-new-european-markets/,20160923,ibm,technology,,ibm microsoft cloud data centers tap new european markets,data,www.datacenterknowledge.com
US,"Pennsylvania, United States",40.5773,-77.264,582074808,http://siliconangle.com/blog/2016/09/23/data-is-the-new-oil-inside-the-chief-data-officer-role-ibmcdo/,20160923,ibm,technology,,data is the new oil inside the chief data officer role ibmcdo,data,siliconangle.com
US,"Boston, Massachusetts, United States",42.3584,-71.0598,582150398,http://siliconangle.com/blog/2016/09/23/how-to-position-the-cdo-role-to-best-use-data-ibmcdo/,20160923,ibm,technology,,how to position the cdo role to best use data ibmcdo,data,siliconangle.com
EI,Ireland,53.0,-8.0,582411459,http://handyrecovery.in/dixons-carphone-group-adopts-ibm-cloud-for-seamless-scalability-data-recovery-iphone,20160924,ibm,technology,,dixons carphone group adopts ibm cloud for seamless scalability data recovery iphone,data,handyrecovery.in
IN,"Manipal, Karnataka, India",13.35,74.7833,582810640,https://yourstory.com/2016/09/ibm-smartcamp-healthtech/,20160926,ibm,health,,ibm smartcamp healthtech,health,yourstory.com
US,"Hollywood, California, United States",34.0983,-118.327,583005033,http://www.thedrum.com/news/2016/09/26/brands-campbell-s-and-toyota-tap-ibms-watson-deliver-ads-listen-and-respond-and,20160927,ibm,technology,,brands campbell s and toyota tap ibms watson deliver ads listen and respond and,watson,www.thedrum.com
US,"New York, United States",42.1497,-74.9384,583049253,http://www.adweek.com/news/technology/ibm-watson-and-weather-company-are-ready-launch-their-first-cogntive-ads-173727,20160927,ibm,technology,,ibm watson and weather company are ready launch their first cogntive ads 173727,watson,www.adweek.com
,,,,583069501,http://www.cio.com/article/3124388/ibm-promises-a-one-stop-analytics-shop-with-ai-powered-big-data-platform.html,20160927,ibm,technology,,ibm promises a one stop analytics shop with ai powered big data platform.html,data,www.cio.com
IN,"Manipal, Karnataka, India",13.35,74.7833,583211472,https://inc42.com/buzz/ibm-smartcamp-healthtech/,20160927,ibm,health,,ibm smartcamp healthtech,health,inc42.com
US,"Delaware, United States",39.3498,-75.5148,583362902,http://www.law360.com/articles/845042/merge-healthcare-says-1b-sale-to-ibm-passes-muster,20150928,ibm,health,,merge healthcare says 1b sale to ibm passes muster,health,www.law360.com
,,,,583368780,https://channellife.co.nz/story/ibm-evolves-enable-data-center-and-business-modernization/,20160928,ibm,technology,,ibm evolves enable data center and business modernization,data,channellife.co.nz
US,United States,38.0,-97.0,583511561,http://www.marketwatch.com/story/clarient-global-adopts-ibm-cloud-vmware-for-enhanced-private-cloud-capabilities-2016-09-28,20160928,ibm,technology,,clarient global adopts ibm cloud vmware for enhanced private cloud capabilities 2016 09 28,cloud,www.marketwatch.com
,,,,583541759,http://newsemerging.com/ibm-announced-that-clarient-global-llc-a-joint-venture-established-to-transform-client-data-and-document-administration-in-the-financial-services-industry/57891643/,20160928,ibm,technology,,ibm announced that clarient global llc a joint venture established to transform client data and document administration in the financial services industry,data,newsemerging.com
AS,Australia,-27.0,133.0,583568622,http://www.businessinsider.com.au/royal-bank-of-scotland-launches-ai-chatbot-luvo-using-ibm-watson-2016-9,20160928,ibm,technology,,royal bank of scotland launches ai chatbot luvo using ibm watson 2016 9,watson,www.businessinsider.com.au
,,,,583571260,http://www.cbronline.com/news/big-data/platforms/ibm-combines-watson-apache-spark-and-cloud-5017669,20160928,ibm,technology,,ibm combines watson apache spark and cloud 5017669,cloud,www.cbronline.com
CH,"He Shuo, Xinjiang, China",42.2225,87.2981,583741803,http://siliconangle.com/blog/2016/09/28/bitcoin-weekly-2016-september-28-japanese-soon-pay-utilities-with-bitcoin-u-s-congress-creates-blockchain-caucus-ibm-open-source-blockchain-for-enterprise-and-fintech/,20160928,ibm,technology,,bitcoin weekly 2016 september 28 japanese soon pay utilities with bitcoin u s congress creates blockchain caucus ibm open source blockchain for enterprise and fintech,bitcoin,siliconangle.com
US,"New York, United States",42.1497,-74.9384,583744954,http://www.cmswire.com/analytics/ibm-weds-big-data-and-ai-in-watson-powered-project-dataworks/,20160928,ibm,technology,,ibm weds big data and ai in watson powered project dataworks,data,www.cmswire.com
CA,Canada,60.0,-95.0,583773585,http://siliconangle.com/blog/2016/09/28/an-insight-economy-ibm-demonstrates-watson-dataworks-platform-datafirst/,20160929,ibm,technology,,an insight economy ibm demonstrates watson dataworks platform datafirst,data,siliconangle.com
UK,United Kingdom,54.0,-2.0,583906484,http://www.dailystar.co.uk/news/latest-news/549273/facebook-google-ibm-microsoft-ethics-board-artifical-intelligence-security-safety-robot,20160929,ibm,technology,,facebook google ibm microsoft ethics board artifical intelligence security safety robot,security,www.dailystar.co.uk
CA,Canada,60.0,-95.0,584022037,http://www.americanbanker.com/issues/178_122/anz-turns-to-ibms-watson-to-customize-wealthy-client-services-1060134-1.html,20160929,ibm,technology,,anz turns to ibms watson to customize wealthy client services 1060134 1.html,watson,www.americanbanker.com
,,,,584055618,http://www.infotechlead.com/cloud/clarient-global-migrates-ibm-cloud-uses-vmware-42898,20160929,ibm,technology,,clarient global migrates ibm cloud uses vmware 42898,cloud,www.infotechlead.com
AS,Australia,-27.0,133.0,584077844,http://www.prnewswire.co.uk/news-releases/ibm-announces-planned-acquisition-of-promontory-to-transform-regulatory-compliance-with-watson-595284151.html,20160929,ibm,technology,,ibm announces planned acquisition of promontory to transform regulatory compliance with watson 595284151.html,watson,www.prnewswire.co.uk
US,"Saratoga Springs, New York, United States",43.0831,-73.7846,584097713,http://www.marketwatch.com/story/mind-genomics-advisors-among-technology-innovators-selected-to-debut-at-ibm-world-of-watson-2016-2016-09-29,20160929,ibm,technology,,mind genomics advisors among technology innovators selected to debut at ibm world of watson 2016 2016 09 29,watson,www.marketwatch.com
